sku;name;images;video;stock_a;stock_a_days;stock_b;stock_b_days;stock_c;stock_c_days;pvd_old;pvd;pvd_dif;pvr_old;pvr;pvr_dif;category
S7192881;Smartphone Apple iPhone 15 Plus 512 GB Blue;https://cdnbigbuy.com/images/0195949043079_S7192881_P00.jpg;-;0;1;0;5;6;1;-;1,371.07;0.00%;-;1,474.27;0.00%;
S7194399;Smartphone Apple iPhone 15 Plus 6,7\" 256 GB Yellow;https://cdnbigbuy.com/images/0195949041990_S7194399_P181.jpg;-;0;1;0;5;2;1;-;1,144.53;0.00%;-;1,230.68;0.00%;
S7192882;Smartphone Apple iPhone 15 Plus Green;https://cdnbigbuy.com/images/0195949043253_S7192882_P01.jpg;-;0;1;0;5;2;1;-;1,371.07;0.00%;-;1,474.27;0.00%;
S7194400;Smartphone Apple iPhone 15 Plus 512 GB Yellow;https://cdnbigbuy.com/images/0195949042898_S7194400_P01.jpg;-;0;1;0;5;4;1;-;1,363.70;0.00%;-;1,466.34;0.00%;
S7180869;Smartphone Apple 6,7\" 4G LTE 2778 x 1284 pixels Red A15 512 GB;https://cdnbigbuy.com/images/0194253376460_S7180869_P02.jpg;-;0;1;0;5;6;1;-;1,202.76;0.00%;-;1,307.35;0.00%;
S7159695;Smartphone Apple iPhone SE White A15 256 GB 256 GB;https://cdnbigbuy.com/images/0194253015222_S7159695_P02.jpg;-;0;1;0;5;1;1;-;679.81;0.00%;-;738.92;0.00%;
S7159696;Smartphone Apple iPhone SE Black A15 256 GB 256 GB;https://cdnbigbuy.com/images/0194253014935_S7159696_P01.jpg;-;0;1;0;5;1;1;-;627.22;0.00%;-;681.77;0.00%;
S7191539;Smartphone Apple Iphone 14 Yellow 512 MB RAM A15 512 GB;https://cdnbigbuy.com/images/0194253750666_S7191539_P01.jpg;-;0;1;0;5;3;1;-;1,144.54;0.00%;-;1,230.69;0.00%;
S7180864;Smartphone Apple 14 plus Blue 6,7\" A15 512 GB;https://cdnbigbuy.com/images/0194253376699_S7180864_P02.jpg;-;0;1;0;5;2;1;-;1,425.48;0.00%;-;1,532.77;0.00%;
S7159712;Smartphone Apple iPhone 11 Black 6,1\" 128 GB;https://cdnbigbuy.com/images/0194252099223_S7159712_P02.jpg;-;0;1;0;5;4;1;-;564.57;0.00%;-;620.41;0.00%;
S7184112;Smartphone Apple iPhone 13 Blue 256 GB 6,1\";https://cdnbigbuy.com/images/0194252709719_S7184112_P01.jpg;-;0;1;0;5;3;1;-;728.88;0.00%;-;792.26;0.00%;
S7183185;Smartphone Apple iPhone 13 Blue 512 GB 6,1\";https://cdnbigbuy.com/images/0194252711064_S7183185_P01.jpg;-;0;1;0;5;2;1;-;996.85;0.00%;-;1,083.53;0.00%;
S7184113;Smartphone Apple iPhone 13 Pink 6,1\" A15 512 GB;https://cdnbigbuy.com/images/0194252710524_S7184113_P02.jpg;-;0;1;0;5;1;1;-;961.51;0.00%;-;1,045.12;0.00%;
S7190928;Smartphone Nokia G22 Blue 64 GB 6,52\" 4 GB RAM Unisoc;https://cdnbigbuy.com/images/6438409083210_I01.jpg;-;0;1;0;5;9;1;-;172.60;0.00%;-;189.67;0.00%;
S9192897;Smartphone Samsung Galaxy Z Fold5 6,2\" 7,6\" Qualcomm Snapdragon 8 Gen 2 12 GB RAM 256 GB Cream;https://cdnbigbuy.com/images/8806095019130_S9192897_P00.jpg;-;0;1;0;5;1;1;-;1,116.63;0.00%;-;1,200.68;0.00%;
S7195116;Smartphone Xiaomi Redmi A2;https://cdnbigbuy.com/images/3662515053635_S7195116_P00.jpg;-;0;1;0;5;10;1;-;246.26;0.00%;-;270.62;0.00%;
S7609157;Smartphone Samsung S24+ YELLOW 6,7\" 256 GB 12 GB RAM Yellow;https://cdnbigbuy.com/images/8806095307053_I20.jpg;-;0;1;0;5;2;1;-;981.56;0.00%;-;1,044.21;0.00%;
S9906188;Smartphone Realme 12 P 12-256 BL Octa Core 12 GB RAM 256 GB Blue;https://cdnbigbuy.com/images/S9906188_P00.jpg;-;0;1;0;5;1;1;-;298.05;0.00%;-;320.48;0.00%;
S7159783;Smartphone Logicom Wave 8 Go;https://cdnbigbuy.com/images/3483070500101_S7159783_P02.jpg;-;0;1;0;5;4;1;-;65.91;0.00%;-;74.90;0.00%;
S7182907;Smartphone Apple iPhone 14 6,1\" 3840 x 2160 px 5G Red A15 512 GB 512 GB;https://cdnbigbuy.com/images/0194253412540_S7182907_P01.jpg;-;0;1;0;5;2;1;-;1,226.29;0.00%;-;1,318.59;0.00%;
S7195538;Smartphone Xiaomi Redmi 12;https://cdnbigbuy.com/images/3662515053574_S7195538_P00.jpg;-;0;1;0;5;9;1;-;221.69;0.00%;-;243.62;0.00%;
S7750012;Smartphone iPhone 12 Apple MGJ53QL/A Black 6,1\" 4 GB 64 GB;https://cdnbigbuy.com/images/0194252029510_R01.jpg;-;0;1;0;5;10;1;-;469.46;0.00%;-;504.80;0.00%;
S9911349;Smartphone TCL 50 6,56\" Octa Core 4 GB RAM 128 GB Grey;https://cdnbigbuy.com/images/S9911349_48944619843080.jpg;-;0;1;0;5;9;1;-;131.40;0.00%;-;142.83;0.00%;
S9195615;Smartphone Motorola Moto e14 6,56\" UNISOC T606 2 GB RAM 64 GB Purple;https://cdnbigbuy.com/images/0840023268328_S9195615_P00.jpg;-;0;1;0;5;96;1;-;76.50;0.00%;-;85.00;0.00%;
S9193413;Smartphone Motorola Moto G G04 6,56\" UNISOC T606 8 GB RAM 128 GB Green;https://cdnbigbuy.com/images/0840023262302_S9193413_P00.jpg;-;0;1;0;5;47;1;-;99.73;0.00%;-;109.59;0.00%;
S9906773;Smartphone SPC 25218256D Octa Core 8 GB RAM 256 GB Blue;https://cdnbigbuy.com/images/S9906773_8436609912437_P00.jpg;-;0;1;0;5;3;1;-;117.21;0.00%;-;127.40;0.00%;
S9906772;Smartphone SPC 25216128D Octa Core 6 GB RAM 128 GB Blue;https://cdnbigbuy.com/images/S9906772_8436609912420_P00.jpg;-;0;1;0;5;3;1;-;103.79;0.00%;-;112.82;0.00%;
S9127729;Smartphone Motorola Moto E13 6,5\" 2 GB RAM Octa Core UNISOC T606 Black;https://cdnbigbuy.com/images/0840023242441_S9127729_P01.jpg;-;0;1;0;5;200;1;-;59.11;0.00%;-;65.68;0.00%;
S9133853;Smartphone Motorola RAZR 40 Ultra Black 256 GB 8 GB RAM 6,9\";https://cdnbigbuy.com/images/0840023241994_S9133853_P01.jpg;-;0;1;0;5;35;1;-;602.34;0.00%;-;654.72;0.00%;
S9133852;Smartphone Motorola 40 Ultra Blue 8 GB RAM 6,9\" 256 GB;https://cdnbigbuy.com/images/0840023244964_S9133852_P01.jpg;-;0;1;0;5;10;1;-;602.34;0.00%;-;654.72;0.00%;
S9906449;Smartphone Samsung SM-S916B Octa Core 8 GB RAM 512 GB Beige;https://cdnbigbuy.com/images/8806094725858_I00.jpg;-;0;1;0;5;2;1;-;739.21;0.00%;-;794.85;0.00%;
S7609544;Smartphone Samsung A55 5G L.VIOLET 8 GB RAM 256 GB Black Lilac;https://cdnbigbuy.com/images/8806095467191_I00.jpg;-;0;1;0;5;34;1;-;431.50;0.00%;-;459.04;0.00%;
S0239944;Smartphone Xiaomi Redmi Note 12 PRO Black 6,67\" MediaTek Dimensity 1080 8 GB RAM 256 GB;https://cdnbigbuy.com/images/6941812709696_R00.jpg;-;0;1;0;5;7;1;-;249.32;0.00%;-;268.09;0.00%;
S8106047;Smartphone Note 1 Black 6,52\" 128 GB;https://cdnbigbuy.com/images/6934663603916_S8106047_P00.jpg;-;0;1;0;5;10;1;-;87.10;0.00%;-;94.67;0.00%;
S9906195;Smartphone Realme C55 Octa Core 8 GB RAM 256 GB Black;https://cdnbigbuy.com/images/6941764409118_I00.jpg;-;0;1;0;5;26;1;-;149.43;0.00%;-;162.42;0.00%;
S9193412;Smartphone Motorola Moto G G04 6,56\" UNISOC T606 4 GB RAM 64 GB Blue;https://cdnbigbuy.com/images/0840023262319_S9193412_P00.jpg;-;0;1;0;5;46;1;-;99.73;0.00%;-;109.59;0.00%;
S8107219;Smartphone ZTE Blade A73 6,6\" Cortex-A7 4 GB RAM 256 GB Black;https://cdnbigbuy.com/images/6902176101243_S8107219_P00.jpg;-;0;1;0;5;6;1;-;101.18;0.00%;-;108.80;0.00%;
S8106149;Smartphone Samsung Galaxy Z Flip 5 Retro Grey 8 GB RAM 6,7\" 512 GB;https://cdnbigbuy.com/images/8806095420318_S8106149_P00.jpg;-;0;1;0;5;7;1;-;1,080.73;0.00%;-;1,137.61;0.00%;
S8101294;Smartphone Apple iPhone 14 Plus 512 GB Hexa Core 6,7\";https://cdnbigbuy.com/images/0194253375906_00_WBG1.jpg;-;0;1;0;5;8;1;-;837.92;0.00%;-;882.02;0.00%;
S8107606;Smartphone Apple iPhone 14 Plus 6,7\" A15 Bionic 512 GB Black;https://cdnbigbuy.com/images/0194253375708_S8107606_P00.jpg;-;0;1;0;5;6;1;-;837.92;0.00%;-;882.02;0.00%;
S8107726;Smartphone Apple iPhone 14 Plus 6,7\" A15 Bionic 512 GB Blue;https://cdnbigbuy.com/images/0194253376620_S8107726_P00.jpg;-;0;1;0;5;8;1;-;837.92;0.00%;-;882.02;0.00%;
S8101146;Smartphone Apple iPhone 14 Plus 512 GB Hexa Core 6,7\";https://cdnbigbuy.com/images/0194253376132_00_WBG1.jpg;-;0;1;0;5;3;1;-;837.92;0.00%;-;900.99;0.00%;
S8104563;Smartphone OnePlus Nord 3 Grey 128 GB 8 GB RAM 6,74\";https://cdnbigbuy.com/images/6921815625025_R01.jpg;-;0;1;0;5;47;1;-;278.57;0.00%;-;296.35;0.00%;
S8107866;Smartphone Apple iPhone 13 6,1\" A15 512 GB Blue;https://cdnbigbuy.com/images/0194252710968_I00.jpg;-;0;1;0;5;30;1;-;764.35;0.00%;-;804.58;0.00%;
S8107846;Smartphone Apple iPhone 13 6,1\" 512 GB White starlight;https://cdnbigbuy.com/images/S8107846_0194252710159_P00.jpg;-;0;1;0;5;58;1;-;764.35;0.00%;-;804.58;0.00%;
S8107848;Smartphone Apple iPhone 13 6,1\" 512 GB Red A15;https://cdnbigbuy.com/images/0194252710692_I00.jpg;-;0;1;0;5;19;1;-;761.20;0.00%;-;801.26;0.00%;
S8107863;Smartphone Apple iPhone 13 6,1\" A15 512 GB Pink;https://cdnbigbuy.com/images/0194252710425_I00.jpg;-;0;1;0;5;6;1;-;764.35;0.00%;-;804.58;0.00%;
S8107867;Smartphone Apple iPhone 13 6,1\" 512 GB Green;https://cdnbigbuy.com/images/S8107867_0194253129479_P00.jpg;-;0;1;0;5;20;1;-;764.35;0.00%;-;804.58;0.00%;
S8101145;Smartphone Apple iPhone 14 Plus 512 GB Hexa Core 6,7\";https://cdnbigbuy.com/images/0194253375678_00_WBG1.jpg;-;0;1;0;5;5;1;-;837.92;0.00%;-;900.99;0.00%;
S8107716;Smartphone Apple iPhone 14 Plus 6,7\" A15 Bionic 512 GB White;https://cdnbigbuy.com/images/0194253375937_S8107716_P00.jpg;-;0;1;0;5;6;1;-;837.92;0.00%;-;882.02;0.00%;
S9901510;Smartphone Apple iPhone 14 Plus Hexa Core 6 GB RAM 512 GB Red;https://cdnbigbuy.com/images/0194253376361_S9901510_P00.jpg;-;0;1;0;5;1;1;-;947.00;0.00%;-;1,018.28;0.00%;
S8107215;Smartphone ZTE Blade V40 6,67\" 6 GB RAM 128 GB Black Unisoc;https://cdnbigbuy.com/images/6902176085550_I00.jpg;-;0;1;0;5;21;1;-;93.66;0.00%;-;100.71;0.00%;
S5624913;Smartphone Motorola 40 Ultra 256 GB 8 GB RAM;https://cdnbigbuy.com/images/0840023245183_S5624913_P01.jpg;-;0;1;0;5;3;1;-;631.86;0.00%;-;679.42;0.00%;
S9910794;Smartphone Apple iPhone SE Hexa Core 3 GB RAM 64 GB Black;https://cdnbigbuy.com/images/0194253013099_S9910794_P00.jpg;-;0;1;0;5;2;1;-;396.72;0.00%;-;426.58;0.00%;
S8106533;Smartphone Apple MU173SX/A Green;https://cdnbigbuy.com/images/0195949041426_S8106533_P00.jpg;-;0;1;0;5;29;1;-;811.65;0.00%;-;854.37;0.00%;
S8102066;Smartphone Apple Iphone 14 Red 6,1\";https://cdnbigbuy.com/images/S8102066_0194253410881_P01.jpg;-;0;1;0;5;2;1;-;696.04;0.00%;-;732.67;0.00%;
S0457147;Smartphone Cubot A1 6,5\" 4 GB RAM 128 GB Blue;https://cdnbigbuy.com/images/6924136720790_S0457147_P00.jpg;-;0;1;0;5;5;1;-;81.57;0.00%;-;88.66;0.00%;
S8106763;Smartphone ZTE Blade V50 Design 6,6\" 8 GB RAM 128 GB;https://cdnbigbuy.com/images/S8106763_8033779071263_P00.jpg;-;0;1;0;5;7;1;-;107.53;0.00%;-;115.62;0.00%;
S7786542;Smartphone Apple IPHONE 14 PLUS A15 Yellow 512 GB 6,7\" 6 GB RAM;https://cdnbigbuy.com/images/0194253749363_I00.jpg;-;0;1;0;5;5;1;-;962.17;0.00%;-;1,023.59;0.00%;
S7750946;Smartphone Apple MPX33QL/A White 512 GB 6,1\" 6 GB RAM;https://cdnbigbuy.com/images/0194253411789_S7750946_P01.jpg;-;0;1;0;5;9;1;-;958.63;0.00%;-;1,019.82;0.00%;
S7750945;Smartphone Apple MPWW3QL/A Black 512 GB 6,1\" 6 GB RAM;https://cdnbigbuy.com/images/0194253411451_S7750945_P01.jpg;-;0;1;0;5;2;1;-;958.63;0.00%;-;1,019.82;0.00%;
S7786539;Smartphone Apple MR513QL/A 6,1\" A12 Bionic 6 GB RAM 512 GB Yellow;https://cdnbigbuy.com/images/0194253750574_S7786539_P00.jpg;-;0;1;0;5;4;1;-;958.63;0.00%;-;1,019.82;0.00%;
S7181181;Smartphone Apple iPhone 14 6,1\" 5G 3840 x 2160 px 128 GB;https://cdnbigbuy.com/images/0194253408253_S7181181_P01.jpg;-;0;1;0;5;30;1;-;763.01;0.00%;-;829.36;0.00%;
S7159755;Smartphone Apple iPhone 13 A15 Black 6,1\" 128 GB 64 GB;https://cdnbigbuy.com/images/0194252707289_I21.jpg;-;0;1;0;5;30;1;-;652.13;0.00%;-;701.22;0.00%;
S9195793;Smartphone Xiaomi 14 6,36\" SNAPDRAGON 8 gen 3 12 GB RAM 512 GB White;https://cdnbigbuy.com/images/6941812760444_R00.jpg;-;0;1;0;5;8;1;-;673.85;0.00%;-;724.57;0.00%;
S9193411;Smartphone Motorola moto g04 6,6\" UNISOC T606 8 GB RAM 128 GB Orange;https://cdnbigbuy.com/images/0840023262326_S9193411_P00.jpg;-;0;1;0;5;44;1;-;99.73;0.00%;-;109.59;0.00%;
S9137813;Smartphone Motorola Moto Razr 40 1,5\" 6,9\" 256 GB 8 GB RAM Qualcomm Snapdragon 7 Gen 1 Lilac;https://cdnbigbuy.com/images/0840023249815_S9137813_P00.jpg;-;0;1;0;5;39;1;-;441.28;0.00%;-;479.65;0.00%;
S8107984;Smartphone Xiaomi Redmi Note 13 Pro+ 6,67\" 8 GB RAM 256 GB Black;https://cdnbigbuy.com/images/6941812750742_I00.jpg;-;0;1;0;5;158;1;-;290.26;0.00%;-;308.79;0.00%;
S9906416;Smartphone Samsung SM-F946BZKCEUB 7,6\" Octa Core 12 GB RAM 512 GB Black;https://cdnbigbuy.com/images/8806095019079_I00.jpg;-;0;1;0;5;3;1;-;1,178.51;0.00%;-;1,267.22;0.00%;
S0451626;Smartphone Xiaomi REDMI 12 6,79\" Black 128 GB 4 GB RAM;https://cdnbigbuy.com/images/6941812731208_S0451626_P00.jpg;-;0;1;0;5;55;1;-;121.15;0.00%;-;128.88;0.00%;
S0238890;Smartphone TCL TCL40NXTOPALE 256 GB 8 GB RAM;https://cdnbigbuy.com/images/4894461975283_S0238890_P01.jpg;-;0;1;0;5;4;1;-;131.29;0.00%;-;142.71;0.00%;
S0234535;Smartphone SPC Smart Pro 6,1\" 3 GB RAM 32 GB;https://cdnbigbuy.com/images/8436542859578_R01.jpg;-;0;1;0;5;8;1;-;67.31;0.00%;-;76.49;0.00%;
S9906801;Mobile telephone for older adults SPC Zeus 4G 5,5\" HD+ 1 GB RAM 16 GB MediaTek Helio A22 1 GB RAM 16 GB Black;https://cdnbigbuy.com/images/8436542859424_S9906801_P00.jpg;-;0;1;0;5;5;1;-;96.09;0.00%;-;104.45;0.00%;
S9193613;Smartphone Motorola  Edge 50 Ultra 6,67\" 16 GB RAM 1 TB Grey;https://cdnbigbuy.com/images/0840023256097_S9193613_P00.jpg;-;0;1;0;5;4;1;-;810.57;0.00%;-;871.58;0.00%;
S0237923;Smartphone TCL 405 6,6\" Purple 2 GB RAM 2 GB Octa Core™ ARM Cortex-A53 32 GB;https://cdnbigbuy.com/images/4894461952017_R01.jpg;-;0;1;0;5;5;1;-;96.94;0.00%;-;110.16;0.00%;
S0238135;Smartphone Oppo 110010232555 Silver 8 GB RAM Snapdragon 778G 8 GB 256 GB;https://cdnbigbuy.com/images/6932169332941_S0238135_P01.jpg;-;0;1;0;5;1;1;-;306.42;0.00%;-;329.48;0.00%;
S9911866;Smartphone Oppo 631001001765 Octa Core 8 GB RAM 256 GB Blue;https://cdnbigbuy.com/images/6932169342926_S9911866_P00.jpg;-;0;1;0;5;8;1;-;238.85;0.00%;-;256.83;0.00%;
S5627372;Smartphone Samsung 12 GB RAM 512 GB Grey;https://cdnbigbuy.com/images/8806095307657_S5627372_P00.jpg;-;0;1;0;5;2;1;-;908.68;0.00%;-;977.08;0.00%;
S0453441;Smartphone Cubot NOTE 21 6,56\" 128 GB 6 GB RAM Green;https://cdnbigbuy.com/images/6924136719534_S0453441_P00.jpg;-;0;1;0;5;8;1;-;94.78;0.00%;-;99.77;0.00%;
S9159280;Smartphone Samsung SM-G736BZKDEEE 6,6\" 6 GB RAM Snapdragon 778G 128 GB Black;https://cdnbigbuy.com/images/8806094373479_S9159280_P00.jpg;-;0;1;0;5;88;1;-;388.04;0.00%;-;421.78;0.00%;
S0456106;Smartphone Realme 6 GB RAM 256 GB Green;https://cdnbigbuy.com/images/6941764417359_S0456106_P00.jpg;-;0;1;0;5;101;1;-;118.21;0.00%;-;125.76;0.00%;
S7195164;Smartphone Xiaomi Redmi A2 6,52\" 4 GB RAM 64 GB;https://cdnbigbuy.com/images/3662515053628_S7195164_P00.jpg;-;0;1;0;5;1;1;-;129.66;0.00%;-;144.07;0.00%;
S0451595;Smartphone SPC Internet;https://cdnbigbuy.com/images/8436609912055_S0451595_P01.jpg;-;0;1;0;5;9;1;-;81.06;0.00%;-;87.16;0.00%;
S7187017;Smartphone Apple iPhone 14 256 GB A15 Yellow;https://cdnbigbuy.com/images/0194253750451_S7187017_P01.jpg;-;0;1;0;5;2;1;-;870.28;0.00%;-;935.78;0.00%;
S9909453;Smartphone Xiaomi MZB0FEREU 12 GB RAM 512 GB Black Purple;https://cdnbigbuy.com/images/6941812750483_S9909453_P00.jpg;-;3;1;0;5;9;1;-;301.78;0.00%;-;324.49;0.00%;
S9911408;Smartphone SPC Zeus 4G Pro Quad Core 4 GB RAM 64 GB Black;https://cdnbigbuy.com/images/8436609912741_S9911408_P00.jpg;-;0;1;0;5;5;1;-;118.86;0.00%;-;129.20;0.00%;
S0454263;Smartphone Cubot KING KONG 8 6,5\" 256 GB 6 GB RAM Red;https://cdnbigbuy.com/images/6924136719640_S0454263_P00.jpg;-;0;1;0;5;4;1;-;141.14;0.00%;-;150.15;0.00%;
S5626689;Smartphone Xiaomi REDMI NOTE 13 6 GB RAM Black;https://cdnbigbuy.com/images/6941812755211_S5626689_P00.jpg;-;0;1;0;5;9;1;-;216.31;0.00%;-;232.59;0.00%;
S0240726;Smartphone TCL 50 SE 6,8\" 6 GB RAM 256 GB Blue Mediatek Helio G88;https://cdnbigbuy.com/images/4894461984148_S0240726_P00.jpg;-;0;1;0;5;3;1;-;123.65;0.00%;-;134.40;0.00%;
S0240505;Smartphone Samsung Galaxy A35 6,6\" Octa Core 8 GB RAM 256 GB Black;https://cdnbigbuy.com/images/8806095457840_S0240505_P00.jpg;-;0;1;0;5;17;1;-;261.19;0.00%;-;280.85;0.00%;
S9901545;Smartphone Apple MU183QL/A Hexa Core 6 GB RAM 256 GB Black;https://cdnbigbuy.com/images/0195949041563_S9901545_P00.jpg;-;0;1;0;5;1;1;-;999.35;0.00%;-;1,074.57;0.00%;
S7193258;Smartphone Apple MTVC3ZD/A 1 TB;https://cdnbigbuy.com/images/0195949020735_S7193258_P00.jpg;-;0;1;0;5;6;1;-;1,793.39;0.00%;-;1,928.38;0.00%;
S0448834;Smartphone Xiaomi 128 GB 4 GB RAM;https://cdnbigbuy.com/images/6941812716922_S0448834_P01.jpg;-;0;1;0;5;68;1;-;188.32;0.00%;-;200.34;0.00%;
S9191281;Smartphone Xiaomi REDMI NOTE 13 6,67\" Snapdragon 685 6 GB RAM 128 GB Green Mint mint green;https://cdnbigbuy.com/images/6941812762004_I00.jpg;-;0;1;0;5;24;1;-;145.93;0.00%;-;160.36;0.00%;
S7798624;Smartphone iPhone 15 Apple MTP53QL/A 6,1\" 128 GB 6 GB RAM Green;https://cdnbigbuy.com/images/0195949036712_I20.jpg;-;0;1;0;5;18;1;-;722.30;0.00%;-;768.40;0.00%;
S9907308;Smartphone TCL T431D-2BLCA112-2 Quad Core 2 GB RAM 32 GB Purple Light mauve;https://cdnbigbuy.com/images/4894461953960_S9907308_P00.jpg;-;0;1;0;5;10;1;-;50.25;0.00%;-;57.76;0.00%;
S5627078;Smartphone Samsung Galaxy S24 8 GB RAM 256 GB Violet;https://cdnbigbuy.com/images/8806095299679_S5627078_P00.jpg;-;0;1;0;5;5;1;-;699.11;0.00%;-;751.73;0.00%;
S5627075;Smartphone Samsung Galaxy S24 8 GB RAM 256 GB Black;https://cdnbigbuy.com/images/8806095299730_S5627075_P00.jpg;-;0;1;0;5;4;1;-;699.11;0.00%;-;751.73;0.00%;
S9901523;Smartphone Apple MTPC3QL/A Hexa Core 6 GB RAM 512 GB Black;https://cdnbigbuy.com/images/0195949037795_S9901523_P00.jpg;-;0;1;0;5;2;1;-;1,079.79;0.00%;-;1,161.06;0.00%;
S9901524;Smartphone Apple MTPD3QL/A Hexa Core 6 GB RAM 512 GB Pink;https://cdnbigbuy.com/images/0195949037979_I00.jpg;-;0;1;0;5;2;1;-;1,029.06;0.00%;-;1,106.52;0.00%;
S9906189;Smartphone Realme 12 PP 12-512 BG Octa Core 12 GB RAM 512 GB Beige;https://cdnbigbuy.com/images/6941764424739_S9906189_P00.jpg;-;0;1;0;5;2;1;-;379.13;0.00%;-;407.67;0.00%;
S8105469;Smartphone Oppo Find X5 Lite Blue 8 GB RAM Dimensity 900 6,43\" 256 GB;https://cdnbigbuy.com/images/6932169301572_S8105469_P00.jpg;-;0;1;0;5;0;1;-;212.53;0.00%;-;226.10;0.00%;
S8106532;Smartphone Apple MU103SX/A Pink;https://cdnbigbuy.com/images/0195949040887_S8106532_P00.jpg;-;0;1;0;5;4;1;-;811.65;0.00%;-;854.37;0.00%;
S9906470;Smartphone Samsung SM-S926BZVGEUB 12 GB RAM 512 GB Violet;https://cdnbigbuy.com/images/8806095307206_S9906470_P00.jpg;-;0;1;0;5;2;1;-;810.15;0.00%;-;871.13;0.00%;
S0239373;Smartphone Samsung SM-A057GZSUEUB Qualcomm Snapdragon 680 4 GB RAM Silver;https://cdnbigbuy.com/images/8806095268309_S0239373_P00.jpg;-;0;1;0;5;19;1;-;109.16;0.00%;-;118.65;0.00%;
S9910465;Smartphone Samsung Galaxy S24 6,2\" 8 GB RAM 128 GB Black;https://cdnbigbuy.com/images/8806095299778_S9910465_P10.jpg;-;0;1;0;5;4;1;-;566.86;0.00%;-;609.53;0.00%;
S0455152;Smartphone Motorola 12 GB RAM 512 GB;https://cdnbigbuy.com/images/0840023259999_S0455152_P00.jpg;-;0;1;0;5;190;1;-;257.71;0.00%;-;274.16;0.00%;
S7821085;Smartphone Samsung Galaxy S23 Plus Green 6,6\" 512 GB Octa Core 8 GB RAM;https://cdnbigbuy.com/images/S7821085_8431775031401_P01.jpg;-;1;1;0;5;0;1;1,146.00;1,045.87;8.74%;1,232.26;1,124.59;8.74%;
S7818770;Smartphone Samsung Galaxy Z Fold4 Green 7,6\" 512 GB Octa Core 12 GB RAM;https://cdnbigbuy.com/images/S7818770_8431775030374_P01.jpg;-;1;1;0;5;0;1;1,584.07;1,490.89;5.88%;1,703.30;1,603.11;5.88%;
S7802343;Smartphone Xiaomi 9 lite 6GB 64GB Blue 6 GB RAM Octa Core 6,3\" 64 GB 6,39\";https://cdnbigbuy.com/images/6941059632375_R01.jpg;-;0;1;0;5;2;1;-;269.99;0.00%;-;290.31;0.00%;
S7816375;Smartphone Apple iPhone 14 6,1\" 128 GB;https://cdnbigbuy.com/images/0194253409144_S7816375_P02.jpg;-;1;1;0;5;0;1;622.09;585.50;5.88%;668.91;629.57;5.88%;
S7822322;Smartphone Xiaomi Redmi 12C Green 6,71\" 1 TB 128 GB Octa Core 4 GB RAM;https://cdnbigbuy.com/images/S7822322_8436575535609_P01.jpg;-;0;1;0;5;2;1;-;177.53;0.00%;-;190.89;0.00%;
S7826030;Smartphone Samsung Galaxy Z Fold5 Blue 256 GB Octa Core 12 GB RAM 7,6\";https://cdnbigbuy.com/images/8431775031951_S7826030_P01.jpg;-;0;1;0;5;2;1;-;1,761.76;0.00%;-;1,874.21;0.00%;
S7826031;Smartphone Samsung Galaxy Z Fold5 Black 256 GB Octa Core 12 GB RAM 7,6\";https://cdnbigbuy.com/images/8431775031975_S7826031_P01.jpg;-;0;1;0;5;1;1;-;1,761.76;0.00%;-;1,874.21;0.00%;
S7828774;Smartphone Apple iPhone 15 Pro Max 6,7\" 1 TB Blue;https://cdnbigbuy.com/images/0195949050169_I01.jpg;-;1;1;0;5;0;1;1,609.31;1,468.69;8.74%;1,712.03;1,562.44;8.74%;
S7822512;Smartphone Vivo Vivo Y76 5G Black 6,58“ 8 GB RAM Octa Core MediaTek Dimensity 6,6\" 1 TB 256 GB;https://cdnbigbuy.com/images/6935117844039_I01.jpg;-;9;1;0;5;0;1;307.54;284.78;7.40%;330.69;306.22;7.40%;
S7814916;Smartphone Realme Neo 3 12GB  256GB White 12 GB RAM Octa Core MediaTek Dimensity 256 GB 6,7\";https://cdnbigbuy.com/images/6941399085305_I00.jpg;-;1;1;0;5;0;1;577.29;543.33;5.88%;620.74;584.23;5.88%;
S7822065;Smartphone Xiaomi Redmi 12C Grey 6,71\" 1 TB 128 GB Octa Core 4 GB RAM;https://cdnbigbuy.com/images/S7822065_8436575535623_P01.jpg;-;0;1;0;5;6;1;-;177.53;0.00%;-;190.89;0.00%;
S7831224;Mobile phone Telefunken TF-GSM-520-CAR-RD 64 GB RAM;https://cdnbigbuy.com/images/7640256380100_S7831224_P20.jpg;-;0;1;0;5;2;1;-;38.62;0.00%;-;44.39;0.00%;
S7830281;Smartphone Realme C55 Black 6,72\" 6,7\" 128 GB 6 GB RAM Octa Core;https://cdnbigbuy.com/images/6941764409095_I01.jpg;-;0;1;0;5;41;1;-;175.38;0.00%;-;188.58;0.00%;
S9148342;Smartphone Google GA04834-GB 6,7\" 12 GB RAM 128 GB Grey;https://cdnbigbuy.com/images/0840244705121_S9148342_P00.jpg;-;0;1;0;5;4;1;-;696.82;0.00%;-;749.27;0.00%;
S9193610;Smartphone Google Google Pixel 8a 6,1\" GOOGLE TENSOR G3 8 GB RAM 128 GB Blue;https://cdnbigbuy.com/images/0840244707958_S9193610_P00.jpg;-;0;1;0;5;9;1;-;452.35;0.00%;-;491.68;0.00%;
